category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Flight Plan,Refer to figure 033-92<br>The surface wind velocity (°/kts) at PARIS/CHARLES-DE-GAULLE at 1330 UTC was:,300/05,270/04,180/12,270/08,2,,
Flight Plan,Refer to figure 033-43<br>The planned flight is over a distance of 440 NM. Based on the wind charts at altitude the following components are found:<br>FL50: -30 kts<br>FL100: -50 kts<br>FL180: -70 kts<br>The Operations Manual in appendix details the aircraft performances. Which of the following flight levels (FL) gives the best range performance?,FL050,FL100,FL180,Either FL050 or FL100,1,,
Flight Plan,The Operations Manual in appendix details the aircraft performances. Which of the following flight levels (FL) gives the best range performance?,FL050,FL180,Either FL050 or FL100,FL100,2,,
Flight Plan,"Refer to figure 033-92<br>What is the earliest time (UTC), if any, that thunderstorms are forecast for Tunis/Carthage?",1 300,1 800,800,nil,3,,
Flight Plan,Refer to figure 033-98<br>The wind direction and velocity (° / kts) at 40°N 040°E is:,300/75,330/75,150/75,330/85,1,,
Flight Plan,"Refer to figure 033-45<br>For a turbojet aeroplane flying with a mass of 190,000 kg, at Mach 0.82, and knowing that the temperature at flight level FL370 is -35 °C, the optimum flight altitude calculated using the annex is:","37,800 ft","34,600 ft","38,600 ft","37,400 ft",4,,
Flight Plan,"Refer to figure 033-104<br>Which describes the intensity of icing, if any, at FL150 in the vicinity of TOULOUSE (44°N 01°E)?",Nil.,Light.,Moderate or severe.,Moderate.,4,,
Flight Plan,"Refer to figure 033-92<br>Using the following TAF / METAR reports, find the maximum wind speed that we can expect at BORDEAUX / Merignac airport (LFBD) at 1600 UTC?",25 kts,30 kts,5 kts,10 kts,2,,
Flight Plan,Refer to figure 033-98<br>The approximate mean wind component along the true course 270° at 50°N from 000° to 010°W is?,35 kts tailwind component.,55 kts headwind component.,25 kts tailwind component.,40 kts headwind component.,4,,
Flight Plan,Refer to figure 033-101<br>What is the temperature deviation (°C) from ISA over 50°N 010°E?,-10,+2,-55,+10,1,,
Flight Plan,"Refer to figure 033-92<br>Which is the heaviest type of precipitation, if any, forecast for BORDEAUX/MERIGNAC at 1000 UTC?",Nil.,Heavy rain associated with thunderstorms.,Light rain.,Rain showers.,3,,
Flight Plan,Refer to figure 033-92<br>The lowest cloud conditions (oktas/ft) at BORDEAUX/MERIGNAC at 13:30 UTC were:,3 to 4 at 2 000.,1 to 2 at 3 000.,1 to 4 at 3 000.,3 to 4 at 800.,1,,
Flight Plan,"Refer to figure 033-104<br>Which best describes the maximum intensity of icing, if any, at FL160 in the vicinity of BERLIN (53°N 013°E)?",Moderate,Nil,Severe,Light,2,,
Flight Plan,Refer to figure 033-105<br>At position 38°N 15°E what is the worst hazard which could be expected?,Turbulence.,Nil.,Engine flame-out and windscreen damage.,Reduced visibility.,2,,
Flight Plan,Refer to figure 033-104<br>The maximum wind velocity (°/kts) immediately north of TUNIS (36°N 010°E) is:,250/85,190/95,180/105,280/110,4,,
Flight Plan,Refer to figure 033-92<br>What minimum visibility (m) is forecast for 0600 UTC at LONDON LHR (EGLL)?,10 000,1 500,5 000,2 200,2,,
Flight Plan,"Refer to figure 033-91<br>Find the optimum altitude for the twin-jet aeroplane. Given:<br>Long Range Cruise or Mach 0.74<br>Cruise mass of 54,000 kg",34 500 ft.,33 800 ft.,35 300 ft.,maximum operating altitude.,2,,
Flight Plan,Refer to figure 033-92<br>The forecast period covered by the PARIS/CHARLES-DE-GAULLE TAFs totals (hours):,20,27,9,18,2,,
Flight Plan,Refer to figure 033-105<br>The maximum wind velocity (°/kts) shown in the vicinity of MUNICH (48°N 012°E) is:,120/140,300/140,290/110,300/100,2,,
Flight Plan,Refer to figure 033-92<br>What minimum visibility is forecast for PARIS/CHARLES-DE-GAULLE at 2100 UTC?,8 000 m,10 km,6 000 m,2 000 m,3,,
Flight Plan,Refer to figure 033-92<br>What are the lowest cloud conditions forecast for 1900 UTC at HAMBURG (EDDH)?,5 to 7 at 500 ft.,3 to 4 at 500 ft.,5 to 7 at 1 200 ft.,5 to 7 at 2 000 ft.,1,,
Flight Plan,Refer to figure 033-104<br>Which best describes the significant cloud forecast for the area east of Tunis (36°N 010°E)?,5 to 7 oktas CU and AC base FL100 tops FL180.,3 to 4 oktas CU and AC base below FL100 tops FL180.,5 to 7 oktas CU and AC base below FL100 tops FL180.,3 to 4 oktas CU and AC base FL100 tops FL160.,3,,
Flight Plan,Refer to figure 033-104<br>The surface system over VIENNA (48°N 016°E) is a:,cold front moving east.,cold front moving west.,warm front moving north.,stationary occluded front.,1,,
Flight Plan,Refer to figure 033-105<br>The surface weather system over England (53°N 002°W) is:,a cold front moving east.,a warm front moving southeast.,a depression moving north.,an occluded front moving east.,4,,
Flight Plan,"Refer to figure 033-103<br>Over LONDON (51°N 000°E/W), the lowest FL listed which is unaffected by CAT is:",230,360,280,310,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - MUNICH - ILS RWY 26R - chart 11-4 The ILS frequency and identifier are:,108.7 IMNW,108.3 IMNW,116.0 DMN,108.3 IMSW,1,,
Flight Plan,Find still air distance (NAM) and ground distance (NM) for the climb. Given:<br>Brake release mass: 57 500 kg<br>Temperature: ISA -10°C<br>Headwind component: 16 kts<br>Initial cruise: FL280,"59 NAM;62 NM.","67 NAM; 71 NM.","71 NAM;67 NM.","62 NAM; 59 NM.",4,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E LO 1' An aircraft has to fly on a direct route from CLN (N51°50.9' E001°08.9') to the FIR boundary (N55°00.0' E004°15.1'). There is a NOTAM stating the 'EG-IN-FLIGHT REFUELLING AREA 6' is active. Which flight level is available for this flight?,FL 90,FL 130,FL 250,FL 270,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - AMSTERDAM SCHIPHOL - chart 10-3B<br>The route distance from DER 27 to ARNEM is:,67 NM,35 NM,59 NM,52 NM,1,,
Flight Plan,"The fuel quantity which must be loaded on board the aircraft, excluding any contingency fuel, is:",46 340 kg,51 860 kg,41 590 kg,52 060 kg,2,,
Flight Plan,Refer to figure 033-42<br>Planning a flight from Paris Charles de Gaulle to London Heathrow for a twin-jet aeroplane. Preplanning:<br>Dry Operating Mass (DOM): 34 000 kg<br>Traffic Load: 13 000 kg<br>The holding is planned at 1 500 ft above alternate elevation (256 ft)<br>The holding is planned for 30 minutes with no reductions<br>Determine the estimated Landing Mass at alternate Manchester.,49 250 kg,2 250 kg,48 675 kg,,2,,
Flight Plan,Determine the estimated Landing Mass at alternate Manchester.,49 250 kg,2 250 kg,48 675 kg,48 125 kg,4,,
Flight Plan,Refer to figure 033-41<br>A descent is planned at M 0.74/250 KIAS from 35 000 ft to 5 000 ft. How much fuel will be consumed during this descent?,290 kg,150 kg,278 kg,140 kg,2,,
Flight Plan,"Refer to figure 033-86<br>Given a trip time of about 9 hours, within the limits of the data given, a temperature decrease of 30°C will affect the trip time by approximately.",+3%,-10%,+7%,-4%,3,,
Flight Plan,Ignore contingency and alternate fuel.<br>2) Do not apply climb and descent fuel corrections.<br>The quantity of fuel that must be loaded at the parking area is:,30 200 kg,39 750 kg,31 340 kg,31 840 kg,4,,
Flight Plan,Refer to figure 033-75<br>For a flight of 2 400 ground nautical miles the following apply:<br><br>Tailwind component: 25 kts<br>Temperature: ISA -10 °C<br>Cruise altitude: 31 000 ft<br>Landing Mass: 52 000 kg<br><br>The Trip Fuel and trip time respectively are:,"16 200 kg;5 hrs 45 min.","13 600 kg; 6 hrs 30 min.",12 000 kg; 5 hrs 15 min.",14 200 kg;5hr 30 min,4,,
Flight Plan,Refer to figure 033-41<br>Planning an IFR flight from Paris to London for the twin jet aeroplane. Given:<br>Estimated Landing Mass: 49700 kg<br>Cruise level: FL280<br>Average wind: 280° / 40 kts<br>Average True Course: 320°<br>Descent profile: M 0.74 / 250 KIAS<br>Determine the fuel consumption from the top of descent to London (elevation 80 ft).,210 kg,273 kg,263 kg,320 kg,2,,
Flight Plan,"To maximize savings, the commander chooses to carry extra fuel in addition to that which is necessary. Using the appended annex, the option that should be carried in addition to the prescribed quantity is:",18 000 kg.,the fuel transport operation is not recommended in this case.,8 000 kg.,32 000 kg.,3,,
Flight Plan,"Refer to figures 033-51 and 033-95<br>The flight crew of a turbojet aeroplane prepares a flight using the following data:<br>Cruise: FL310 / TAS 450 kts<br>Flight leg distance: 3 500 NM<br>Headwind component at this level: 55 kts<br>Fuel price - at destination: 0.30 $ / l<br>Initially planned take-off mass: 180 000 kg<br>(without extra fuel on board)<br>The commander may carry a fuel quantity of 8 000 kg in addition to that which is necessary. For this fuel transport operation to be cost effective, the maximum fuel price at departure airport must be:",0.27 $ / l,0.33 $ / l,,,1,,
Flight Plan,The commander may carry a fuel quantity of 8 000 kg in addition to that which is necessary. For this fuel transport operation the departure airport must be:,0.27 $/l,0.33 $/l,0.28 $/l,0.26 $/l,1,,
Flight Plan,Refer to figure 033-98<br>The wind direction and velocity (° / kts) at 60°N 015°W is:,320/155,290/185,110/155,290/155,4,,
Flight Plan,"Refer to figure 033-105<br>In the vicinity of Paris (49°N 003°E), the tropopause is at approximately:",FL380,FL350,FL340,FL400,4,,
Flight Plan,"Refer to figure 033-105<br>Which describes the maximum intensity of icing, if any, at FL180 in the vicinity of Casablanca (33°N 008°W)?",Severe.,Moderate.,Light.,Nil.,1,,
Flight Plan,"Refer to figures 033-06, 033-07, 033-14 and 033-90<br>Find the optimum short distance cruise altitude and expected true air speed. Given:<br>Estimated Take-off Mass: 57 000 kg<br>Ground distance: 150 NM<br>Temperature: ISA -10 °C<br>Cruise at Mach: 0.74","24 000 ft, 445 kts.","33 900 ft, 420 kts.","25 000 ft, 435 kts.","33 500 ft, 430 kts.",3,,
Flight Plan,"Refer to figure 033-92.<br>Which best describes the weather, if any, at Lyon / Satolas at 1330 UTC given the following TAF / METAR?",Fog.,Light rain associated with thunderstorms.,Frequent rain showers.,Nil.,2,,
Flight Plan,"Refer to figure 033-104<br>Which describes the maximum intensity of turbulence, if any, forecast for FL260 over TOULOUSE (44°N 001°E)?",Nil.,Severe.,Moderate.,Light.,2,,
Flight Plan,Refer to figure 033-101<br>What mean temperature (°C) is likely on a true course of 270° from 025°E to 010°E at 45°N?,-50,-54,-48,-52,1,,
Flight Plan,"Refer to figure 033-92<br>Which best describes the weather, if any, forecast for JOHANNESBURG/JAN SMUTS at 0400 UTC?",CAVOK.,Rain associated with thunderstorms.,Mist and/or fog.,Patches of fog.,4,,
Flight Plan,"Refer to figure 033-91<br>Find the optimum altitude for the twin jet aeroplane, given:<br>â€¢ Cruise mass of 50 000 kg<br>â€¢ Mach 0.78",35 500 ft.,36 200 ft.,36 700 ft.,maximum operating altitude.,1,,
Flight Plan,Refer to figure 033-98<br>What mean temperature (°C) is likely on a course of 360° (T) from 40°N to 50°N at 040°E?,-49,-46,-47,-50,3,,
Flight Plan,"Refer to figure 033-97<br>In the ATS flight plan item 19, emergency and survival equipment carried on the flight should be indicated by:",circling the relevant box.,placing a tick in the relevant box.,crossing out the box relevant to any equipment not carried.,listing the items carried on the REMARKS line.,3,,
Flight Plan,Refer to figure 033-97<br>In the ATS flight plan item 10 (standard equipment) is considered to be:,"VHF RTF, VOR and transponder.","VHF RTF, VOR, ILS and transponder.","VHF RTF, ADF, VOR and ILS.","VHF RTF, ADF, VOR and transponder.",3,,
Flight Plan,"Refer to figure 033-97<br>In an ATS flight plan, item 15 (route), a cruising pressure altitude of 32 000 feet would be entered as:",S3200,F320,32 000,FL320,2,,
Flight Plan,"Refer to figure 033-97<br>Item 9 of the ATS flight plan includes NUMBER AND TYPE OF AIRCRAFT. In this case, the NUMBER means:",the number of aircraft which will separately be using a repetitive flight plan (RPL).,the number of aircraft flying in a group.,the registration number of the aircraft.,the ICAO type designator number as set out in ICAO Doc 8 643.,2,,
Flight Plan,"Refer to figure 033-97<br>In the ATS flight plan Item 15, a cruising speed of 470 kts will be entered as:",N0470,470K,N470,KN470,1,,
Flight Plan,"Refer to figure 033-97<br>In an ATS flight plan item 15 (route), in terms of latitude and longitude, a significant point at 41°35'N 4°15'E should be entered as:",N4135 E00415,N04135E0415,4135N00415E,41°35â€™ N 04° 15â€™E,3,,
Flight Plan,"Refer to figure 033-97<br>In the ATS flight plan item 15, for a flight along a designated route, where the departure aerodrome is not on or connected, to that route:",it is necessary only to give the first reporting point on that route.,"the words ""AS CLEARED"" should be entered.",it is not necessary to indicate the point of joining that route as it will be obvious to the ATS unit.,"the letters ""DCT"" should be entered, followed by the point of joining the ATS route.",4,,
Flight Plan,"Refer to figure 033-97<br>Prior to an IFR flight, when filling in the ICAO flight plan, the time information which should be entered in box 13 (time) is:",estimated off-block time.,the time of flight plan filing.,planned engine start time.,planned take-off time.,1,,
Flight Plan,"Refer to figure 033-97<br>When completing Item 9 of the ATC flight plan, if there is no appropriate aircraft designator, the following should be entered.",ZZZZ followed by an entry at item 18.,a descriptive abbreviation of the aircraft type.,none.,XXXX followed by an entry at item 18.,1,,
Flight Plan,"Refer to figure 033-56<br>Planned and actual data as shown in the Flight Log excerpt. Arriving overhead GAMMA you are cleared for direct routing to MIKE. The flight time for direct flight GAMMA to MIKE will be 40 min. Provided that flight conditions on the direct leg GAMMA to MIKE remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint MIKE?",1 900 kg,1 852 kg,1 268 kg,2 652 kg,1,,
Flight Plan,"Refer to figure 033-46<br>Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 105 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",3318 kg,3260 kg,3430 kg,3480 kg,2,,
Flight Plan,"Refer to figure 033-72<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",4790 kg,4550 kg,4850 kg,4640 kg,4,,
Flight Plan,"Refer to figure 033-67<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",4140 kg,4550 kg,4640 kg,4740 kg,2,,
Flight Plan,"Refer to figure 033-44<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 10 min and the fuel flow will be 900 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",7 427 kg,5 987 kg,6 470 kg,5 510 kg,2,,
Flight Plan,"Refer to figure 033-66. Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",4510 kg,4440 kg,4160 kg,4690 kg,4,,
Flight Plan,"Refer to figure 033-61<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",3 800 kg,4 220 kg,4 430 kg,4 340 kg,2,,
Flight Plan,"Refer to figure 033-69<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 50 min and the fuel flow will be 840 kg/h. Final Reserve Fuel remains unchanged.<br>What will be the estimated landing mass at the alternate airport?",5 890 kg,7 390 kg,5 530 kg,6 530 kg,1,,
Flight Plan,"Refer to figure 033-40<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a bailed landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 20 min and the fuel flow will be 720 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",5 669 kg,5 320 kg,6 749 kg,6 175 kg,1,,
Flight Plan,"Refer to figure 033-31. Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 115 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",2 274 kg,2 230 kg,2 400 kg,2 530 kg,2,,
Flight Plan,"Refer to figure 033-04<br>Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 110 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",2000 kg,2160 kg,2310 kg,2062 kg,1,,
Flight Plan,"Refer to figure 033-52<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 10 min and the fuel flow will be 600 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",6157 kg,6689 kg,5849 kg,5457 kg,3,,
Flight Plan,"Refer to figure 033-85<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 30 min and the fuel flow will be 600 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",5177 kg,6017 kg,5642 kg,7672 kg,3,,
Flight Plan,"Refer to figure 033-71<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",4475 kg,4635 kg,4250 kg,4745 kg,1,,
Flight Plan,"Refer to figure 033-33<br>Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 100 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",2 684 kg,2 770 kg,2 820 kg,2 600 kg,4,,
Flight Plan,"Refer to figure 033-33<br>Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 110 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",2 820 kg,2 625 kg,2 900 kg,2 723 kg,2,,
Flight Plan,"Refer to figure 033-50<br>Planned and actual data as shown in the Flight Log excerpt. Arriving overhead GAMMA you are cleared for direct routing to MIKE. The flight time for direct flight GAMMA to MIKE will be 57 min. Provided that flight conditions on the direct leg GAMMA to MIKE remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint MIKE?",1450 kg,1720 kg,2305 kg,790 kg,2,,
Flight Plan,"Refer to figure 033-60<br>Planned and actual data as shown in the Flight Log excerpt. Arriving overhead GAMMA you are cleared for direct routing to MIKE. The flight time for direct flight GAMMA to MIKE will be 45 min. Provided that flight conditions on the direct leg GAMMA to MIKE remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint MIKE?",2082 kg,1002 kg,252 kg,1384 kg,4,,
Flight Plan,"Refer to figure 033-63<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?",5010 kg,4690 kg,4940 kg,5090 kg,3,,
Flight Plan,"Refer to figure 033-94<br>Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 2 hrs 20 min and the fuel flow will be 780 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",5 440 kg,7 240 kg,5 080 kg,6 070 kg,1,,
Flight Plan,"Refer to figure 033-49<br>Planned and actual data as shown in the Flight Log excerpt. Arriving overhead GAMMA you are cleared for direct routing to MIKE. The flight time for direct flight GAMMA to MIKE will be 42 min. Provided that flight conditions on the direct leg GAMMA to MIKE remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint MIKE?",1 195 kg,670 kg,2 245 kg,1 475 kg,4,,
Flight Plan,"Refer to figure 033-02<br>Planned and actual data as shown in the Flight Log excerpt. Actual Ground Speed (GS) on the leg BETA to GAMMA will be 100 kts. If all other flight parameters remain unchanged, what fuel remaining should be expected at waypoint GAMMA?",3109 kg,3080 kg,2950 kg,3390 kg,3,,
Flight Plan,"Refer to figure 033-64<br>Planned and actual data as shown in the Flight Log excerpt. Provided that flight conditions on the leg GAMMA to DELTA remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint DELTA?","4,460 kg","4,590 kg","3,920 kg","4,370 kg",2,,
Flight Plan,"Refer to figure 033-96. Planning data as shown in the Flight Log excerpt (Fuel Planning Section). After a balked landing at the destination airport, you have to divert to the alternate airport with the gear extended. The re-calculated flight time to the alternate due to the reduced speed is 1 hr 20 min and the fuel flow will be 720 kg/h. Final Reserve Fuel remains unchanged. What will be the estimated landing mass at the alternate airport?",6170 kg,7074 kg,5290 kg,5874 kg,4,,
Flight Plan,"Refer to figure 033-35.<br>Planned and actual data as shown in the Flight Log excerpt. Arriving overhead GAMMA you are cleared for direct routing to MIKE. The flight time for direct flight GAMMA to MIKE will be 1 hr 08 min. Provided that flight conditions on the direct leg GAMMA to MIKE remain unchanged and fuel consumption remains unchanged, what fuel remaining should be expected at waypoint MIKE?",1 250 kg,1 272 kg,582 kg,2 338 kg,2,,
Flight Plan,"What are the approximate diversion fuel required and time? Given:<br> Diversion distance: 650 NM<br> Diversion pressure altitude: 16 000 ft<br> Mass at point of diversion: 57 000 kg<br> Headwind component: 20 kts<br> Temperature: ISA +15°","6 200 kg; 2 hrs 10 min.","4 800 kg; 2 hrs 03 min.","3 900 kg; 1 hr 45 min.","4 400 kg; 1 hr 35 min.",2,,
Flight Plan,"Refer to figure 033-34<br>An aircraft on an extended range operation (ETOPS) is required never to be more than 120 minutes from an alternate, based on 1 engine inoperative LRC conditions in ISA.<br>Using the attached table and a given mass of 40 000 kg at the most critical point, the maximum air distance to the relevant alternate is:",875 NM,794 NM,810 NM,735 NM,4,,
Flight Plan,"Refer to figure 033-34<br>For the purpose of planning an extended range flight it is required that with a start of diversion mass of 55 000 kg a diversion of 600 nautical miles should be achieved in 90 minutes. Using the above table, the only listed cruise technique to meet that requirement is:",M 0.74 / 330 KIAS,M 0.70 / 280 KIAS,M 0.74 / 290 KIAS,LRC,1,,
Flight Plan,What is the minimum pressure altitude at which the conditions listed below may be met? Given:<br> Diversion distance: 720 NM<br> Tailwind component: 25 kts<br> Mass at point of diversion: 55 000 kg<br> Temperature: ISA<br> Diversion fuel available: 4 250 kg,16 000 ft,25 000 ft,14 500 ft,20 000 ft,2,,
Flight Plan,"Refer to figure 033-34.<br>Using the above table, in ISA conditions and at a speed of M 0.70/280 KIAS, in an elapsed time of 90 minutes an aircraft with mass at point of diversion 48000 kg could divert a distance of:",563 NM,608 NM,584 NM,603 NM,3,,
Flight Plan,What is the maximum diversion distance and elapsed time to alternate? Given:<br> Diversion fuel available: 8500 kg<br> Diversion cruise altitude: 10 000 ft<br> Mass at point of diversion: 62 500 kg<br> Headwind component: 50 kts<br> Temperature: ISA -5°,"1 130 NM, 3 hrs 30 min.","760 NM, 4 hrs 30 min.","860 NM, 3 hrs 20 min.","1 000 NM, 3 hrs 40 min.",3,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 2' An aircraft has to fly on airways from SKARA (58°23'N 013°15'E) to SVEDA (56°10'N 012°34'E). Which of the following is an acceptable route for this flight?,SKA DCT SVD.,SKA UH42 BTD UV30 HIL UR1 SVD.,SKA UB44 BAK UA9 PAPER UH40 SVD.,SKA UR156 LAV UB45 SVD.,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart 'E HI 1' An aircraft has to fly from TALLA (55°30'N 003°21'W) to FINDO (56°22'N 003°28'W). Excluding RVSM, what is the first flight level above FL400 that can be flown on this leg?",FL420,FL430,FL410,FL400,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - LONDON HEATHROW - ILS DME RWY 09R - chart 11-1<br>The Minimum Descent Altitude (MDA) for an ILS approach, glide slope out, is:",275 ft,405 ft,200 ft,480 ft,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>What is the meaning of the chart information for the beacon(s) at position 55°59'N 014°06'E?","Doppler VOR, ident SUP and NDB, ident OE.","NDB, ident OE and VOR, ident VEY.","NDB only, ident OE.","VOR only, ident VEY.",3,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 1' The initial magnetic course from TIREE 117.7 TIR (56°30'N 006°53'W) direct to STORNOWAY 115.1 STN (58°12'N 006°11'W) is:,011°,192°,003°,019°,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""<br>The radio navigation aid at LEEDS BRADFORD (53°52'N 001°39'W) is:","a fan marker, frequency 402.5 kHz.","an NDB, frequency 402.5 kHz, continuous operation.","a TACAN, channel 402.5.","an NDB, frequency 402.5 kHz, NOT continuous operation.",4,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 1' The initial magnetic course from INVERNESS 109.2 INS (57°32'N 004°03'W) direct to TIREE 117.7 TIR (56°30'N 006°53'W) is:,230°,237°,218°,244°,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - MUNICH - NDB DME RWY 26L - chart 16-3<br>The frequency and identifier of the NDB for the published approaches are:,400 MSW,108.6 DMS,338 MNW,112.3 MUN,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart 'E HI 1' <br> An aircraft has to fly from Glasgow (55°52'N 004°27'W) to Benbecula (57°28'N 007°22'W), cruising at 320 kts TAS. Assuming a headwind of 40 kts and cruise fuel consumption of 2300 kg/h, what is the fuel consumption for this sector?",2300 kg,1117 kg,869 kg,978 kg,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>The radio navigation aid(s) at (56°09'N 013°13'E) is/are:","VOR/DME, frequency 116.2 MHz.","VOR, frequency 116.9 MHz.","VOR/DME, frequency 116.9 MHz.","VOR, frequency 116.2 MHz.",2,,
Flight Plan,Refer to Jeppesen Training Route Manual - LONDON HEATHROW - chart 10-2D<br>The minimum holding altitude (MHA) and maximum holding speed (IAS) at MHA at OCKHAM OCK 115.3 are:,7 000 ft and 220 kts.,7 000 ft and 250 kts.,9 000 ft and 220 kts.,9 000 ft and 250 kts.,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - PARIS CDG - ILS RWY 10 - chart 21-7<br>What is the ILS course?,268°,100°,088°,118°,3,,
Flight Plan,"Given: <br> Take-off mass: 150,000 kg <br> Cruise level: FL 350 <br> Cruise speed: Long Range (LRC) <br> Conditions: ISA <br> CG: 37% <br> You have to cover an air distance of 2,000 NM. What will be your flight time?",298 minutes,288 minutes,304 minutes,,3,,
Flight Plan,You have to cover an air distance of 2000 NM. What will be your flight time?,298 minutes,288 minutes,304 minutes,359 minutes,3,,
Flight Plan,"Refer to Jeppesen Training Route Manual - AMSTERDAM SCHIPHOL - ILS DME RWY 22 - chart 11-6<br>The missed approach procedure is to climb to an altitude of ___ on a track of ___","2 000 ft; 160°","200 ft; 223°","3 000 ft; 160°","3 000 ft; 223°",1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""<br>The minimum enroute altitude (MEA) that can be maintained continuously on airway B226 from TALLA 113.8 TLA (55°30'N 003°21'W) to reporting point ANGUS (56°42'N 003°03'W) is:",FL80,5 500 ft,5 000 ft,FL70,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - LONDON HEATHROW - chart 10-2<br>Planning a IFR flight from Paris (Charles de Gaulle) to London (Heathrow). Find the elevation of the destination aerodrome.,77 ft,177 ft,100 ft,80 ft,4,,
