category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"In accordance with DOC 4444 (ICAO) when a MEDIUM and a LIGHT aircraft are using the same runway (Light following a Medium), or parallel runways separated by less than 760 m, (in approach or departure phases of flight), shall be applied a wake turbulence radar separation minima of:",4 NM,5 NM,3 NM,2 NM,2,,
OPS,"According with DOC 4444 (ICAO), a wake turbulence non-radar separation minima of 3 minutes shall be applied:",to a departing MEDIUM aircraft following a HEAVY aircraft arrival when operating on a runway with a displaced landing threshold.,to LIGHT aircraft taking-off behind a MEDIUM aircraft from an intermediate part of parallel runway separated by less than 760 m.,"to an arriving LIGHT aircraft following a MEDIUM aircraft departure when operating on a runway with a displaced landing threshold, if the projected flight paths are expected to cross.",between a LIGHT aircraft and a MEDIUM aircraft making a missed approach and the LIGHT aircraft utilizing an opposite-direction runway for take-off.,2,,
OPS,Tip vortices which are responsible for wake turbulence appear as soon as the following is established:,drag.,spin up.,lift destruction.,lift.,4,,
OPS,Wake turbulence risk is highest:,when a heavy aircraft has just performed a take-off at a closely situated parallel runway with a light crosswind.,following a preceding aircraft at high speed.,if just before landing a much lighter aircraft has landed at the same runway with heavy crosswind.,when a preceding aircraft has briefly applied reverse-thrust just prior to take-off.,1,,
OPS,"The wake turbulence caused by an aircraft is mainly the result of:<br>1) An aerodynamic effect (wing tip vortices).<br>2) The engines action (propellers rotation or engine gas exhausts).<br>3) The importance of the drag devices (size of the landing gear, of the flaps, etc.).<br>The combination regrouping all the correct statements is:",3,"1, 2, 3","2, 3",1,4,,
OPS,The wake turbulence is the most severe when the aircraft is:<br>1) slow.<br>2) heavy.<br>3) in a clean configuration.<br>4) flying with a high thrust.<br>The combination of correct statement is:,"2, 3, 4","1, 4","1, 2, 3","1, 2, 3, 4",3,,
OPS,"According with DOC 4444 (ICAO), a wake turbulence non-radar separation minima of 3 minutes shall be applied to:",LIGHT aircraft landing behind a MEDIUM aircraft.,LIGHT aircraft taking-off behind a MEDIUM aircraft from a parallel runway separated by less than 760 m (using whole runway).,MEDIUM aircraft landing behind a HEAVY aircraft.,LIGHT aircraft taking off behind a MEDIUM aircraft when aircraft are using the same runway.,1,,
OPS,"At a given configuration, the wake turbulence of an aeroplane is greater when the aeroplane is:",light at high airspeed.,light at low airspeed.,heavy at low airspeed.,heavy at high airspeed.,3,,
OPS,Wake turbulence category HEAVY refers to aircraft which have a maximum certificated take-off mass of:,146 000 kg or more.,135 000 kg or more.,less than 136 000 kg but more than 126 000 kg.,136 000 kg or more.,4,,
OPS,"To avoid wake turbulence, when departing behind a larger aircraft, the pilot should manoeuvre:",above and downwind from the larger aircraft.,above and upwind from the larger aircraft.,below and upwind from the larger aircraft.,below and downwind from the larger aircraft.,2,,
OPS,"In calm wind conditions, an aircraft at take-off creates tip vortices that:",separate outwards to the right side only.,stagnate on the runway.,separate outwards on each side of the runway.,separate outwards to the left side only.,3,,
OPS,"When taking off after a wide body aircraft which has just landed, you should take-off:",at the point where the aircraftâ€™s wheels have touched down and on the wind side of the runway.,beyond the point where the aircraftâ€™s wheels have touched down.,in front of the point where the aircraftâ€™s wheels have touched down.,at the point where the aircraftâ€™s wheels have touched the ground and on the underwind side of the runway.,2,,
OPS,The greatest wake turbulence occurs when the generating aircraft is:,"small, light, at maximum speed in full flaps configuration.","large, heavy, at maximum speed in full flaps configuration.","small, light, at low speed in clean configuration.","large, heavy, at low speed in clean configuration.",4,,
OPS,"Following an act of unlawful interference on board an aircraft, the commander shall submit a report to:",both the designated local authority and the Authority in the State of the operator.,the Authority of the State of the operator only.,the Authority of the State within which the aeroplane is operating at the time of the unlawful interference.,the designated local authority only.,1,,
OPS,"In case of a hijack, the squawk code to be used is:",7 500,7 600,7 700,2 000,1,,
OPS,"In addition to informing each State, whose citizens are known to be on board an aircraft, the State of the country in which an aircraft has landed after an act of unlawful interference must immediately notify the:","State of Registry of the aircraft, the State of the Operator and ICAO.",State of Registry of the aircraft and the EASA.,"State of the Operator, the EASA and ICAO.",State of Registry of the aircraft and the State of the Operator only.,1,,
OPS,Which of the following is part of the 'security restricted area'? (ICAO Annex 17 / (EC) No 300/2008),"The airside area, extending 5 NM away from the airport.","The airport buildings area, where PAX have access.",The baggage and PAX check-in area.,All commercial aviation passenger departure areas between the screening checkpoint and the aircraft.,4,,
OPS,What should a pilot do if his/her aircraft is subject to an act of unlawful interference and contact to an ATS unit cannot be established?,"proceed in accordance with applicable special procedures for in-flight contingencies, where such procedures have been established and promulgated in the Regional Supplementary Procedures (Doc 7300).",proceed at a level which differs from the cruising levels normally used for IFR flight by 150 m (600 ft) in an area where a vertical separation minimum of 600 m (2000 ft) is applied.,attempt to broadcast warnings on the VHF channel in use or the VHF emergency frequency (e.g. 121.5 MHz).,proceed at a level which differs from the cruising levels normally used for IFR flight by 250 m (700 ft) in an area where a vertical separation minimum of 300 m (1000 ft) is applied.,3,,
OPS,Who is responsible for providing a training for unlawful interference?,Head of Training,Operator,CAA,EASA,2,,
OPS,What should a pilot do if his/her aircraft is subject to an act of unlawful interference and contact to an ATS unit cannot be established?,"proceed in accordance with applicable special procedures for in-flight contingencies, where such procedures have been established and promulgated in the Regional Supplementary Procedures (Doc 7030).",proceed at a level which differs from the cruising levels normally used for IFR flight by 150 m (600 ft) in an area where a vertical separation minimum of 600 m (2 000 ft) is applied.,never attempt to broadcast warnings on the VHF channel (e.g. 121.5 MHz).,proceed at a level which differs from the cruising levels normally used for IFR flight by 200 m (600 ft) in an area where a vertical separation minimum of 300 m (1 000 ft) is applied.,1,,
OPS,"What do you use for a security search procedure during flight? A search procedure is only used for ground operations. If an act of sabotage is suspected during flight, the passengers and cabin crew is expected to fasten their seatbelts and the pilot tries to land as soon as possible.",A metal detector.,A checklist.,Fire detecting systems.,,2,,
OPS,In case of a serious threat based on the presence of a bomb on board a pressurized aircraft and disregarding any fuel considerations:,you go down to the level corresponding to the indicated cabin altitude and keep the airplane in a clean configuration until the final approach.,you carry out an emergency descent to reach the safety altitude.,you climb to the maximum flight level which does not need the use of pressurization.,you descend to the flight level corresponding to the indicated cabin altitude or the safety altitude if higher and take preventive steps by putting yourself in a landing approach configuration.,4,,
OPS,What should a pilot do if his/her aircraft is subject to an act of unlawful interference and contact to an ATS unit cannot be established?,"proceed in accordance with applicable special procedures for in-flight contingencies, where such procedures have been established and promulgated in the Regional Supplementary Procedures (Doc 7130).",proceed at a level which differs from the cruising levels normally used for IFR flight by 150 m (500 ft) in an area where a vertical separation minimum of 300 m (1 000 ft) is applied.,proceed at a level which differs from the cruising levels normally used for IFR flight by 200 m (600 ft) in an area where a vertical separation minimum of 600 m (2 000 ft) is applied.,never attempt to broadcast warnings on the VHF channel (e.g. 121.5 MHz).,2,,
OPS,"According to the EASA AIR OPS, when a commercial transport passenger aircraft is equipped with a door in the flight crew compartment area, this door must include:",distinctive red or yellow colored markings indicating the access area (in case of a blocked door).,a sealing system allowing the maintenance for as long as possible of the pressure in the cockpit in case of a depressurization in the compartment area.,a device preventing the flight crew from being locked in the cockpit.,a locking system to prevent any unauthorized access.,4,,
